1.0000e+04     0.0100      2.0000 
1.0000e+04     0.0122      2.0000 
1.0000e+04     0.0149      2.0000 
1.0000e+04     0.0183      2.0000 
1.0000e+04     0.0223      2.0000 
1.0000e+04     0.0273      2.0000 
1.0000e+04     0.0333      2.0000 
1.0000e+04     0.0408      2.0000 
1.0000e+04     0.0498      2.0000 
1.0000e+04     0.0609      2.0000 
1.0000e+04     0.0744      1.9245 
1.0000e+04     0.0910      1.5700 
1.0000e+04     0.1112      1.2837 
1.0000e+04     0.1359      1.0516 
1.0000e+04     0.1662      0.8599 
1.0000e+04     0.2031      0.7058 
1.0000e+04     0.2482      0.5759 
1.0000e+04     0.3034      0.4695 
1.0000e+04     0.3709      0.3835 
1.0000e+04     0.4533      0.3172 
1.0000e+04     0.5541      0.2600 
1.0000e+04     0.6773      0.2116 
1.0000e+04     0.8278      0.1741 
1.0000e+04     1.0119      0.1444 
1.5013e+04     0.0100      2.0000 
1.5013e+04     0.0122      2.0000 
1.5013e+04     0.0149      2.0000 
1.5013e+04     0.0183      2.0000 
1.5013e+04     0.0223      2.0000 
1.5013e+04     0.0273      2.0000 
1.5013e+04     0.0333      2.0000 
1.5013e+04     0.0408      2.0000 
1.5013e+04     0.0498      2.0000 
1.5013e+04     0.0609      2.0000 
1.5013e+04     0.0744      2.0000 
1.5013e+04     0.0910      1.8720 
1.5013e+04     0.1112      1.5336 
1.5013e+04     0.1359      1.2547 
1.5013e+04     0.1662      1.0262 
1.5013e+04     0.2031      0.8414 
1.5013e+04     0.2482      0.6872 
1.5013e+04     0.3034      0.5641 
1.5013e+04     0.3709      0.4615 
1.5013e+04     0.4533      0.3774 
1.5013e+04     0.5541      0.3077 
1.5013e+04     0.6773      0.2555 
1.5013e+04     0.8278      0.2075 
1.5013e+04     1.0119      0.1714 
1.5013e+04     1.2368      0.1386 
2.2539e+04     0.0100      2.0000 
2.2539e+04     0.0122      2.0000 
2.2539e+04     0.0149      2.0000 
2.2539e+04     0.0183      2.0000 
2.2539e+04     0.0223      2.0000 
2.2539e+04     0.0273      2.0000 
2.2539e+04     0.0333      2.0000 
2.2539e+04     0.0408      2.0000 
2.2539e+04     0.0498      2.0000 
2.2539e+04     0.0609      2.0000 
2.2539e+04     0.0744      2.0000 
2.2539e+04     0.0910      2.0000 
2.2539e+04     0.1112      1.8279 
2.2539e+04     0.1359      1.4982 
2.2539e+04     0.1662      1.2229 
2.2539e+04     0.2031      1.0023 
2.2539e+04     0.2482      0.8204 
2.2539e+04     0.3034      0.6722 
2.2539e+04     0.3709      0.5505 
2.2539e+04     0.4533      0.4495 
2.2539e+04     0.5541      0.3693 
2.2539e+04     0.6773      0.3003 
2.2539e+04     0.8278      0.2448 
2.2539e+04     1.0119      0.2036 
2.2539e+04     1.2368      0.1651 
2.2539e+04     1.5118      0.1361 
3.3839e+04     0.0100      2.0000 
3.3839e+04     0.0122      2.0000 
3.3839e+04     0.0149      2.0000 
3.3839e+04     0.0183      2.0000 
3.3839e+04     0.0223      2.0000 
3.3839e+04     0.0273      2.0000 
3.3839e+04     0.0333      2.0000 
3.3839e+04     0.0408      2.0000 
3.3839e+04     0.0498      2.0000 
3.3839e+04     0.0609      2.0000 
3.3839e+04     0.0744      2.0000 
3.3839e+04     0.0910      2.0000 
3.3839e+04     0.1112      2.0000 
3.3839e+04     0.1359      1.7832 
3.3839e+04     0.1662      1.4580 
3.3839e+04     0.2031      1.1937 
3.3839e+04     0.2482      0.9769 
3.3839e+04     0.3034      0.8000 
3.3839e+04     0.3709      0.6543 
3.3839e+04     0.4533      0.5358 
3.3839e+04     0.5541      0.4399 
3.3839e+04     0.6773      0.3609 
3.3839e+04     0.8278      0.2933 
3.3839e+04     1.0119      0.2426 
3.3839e+04     1.2368      0.1968 
3.3839e+04     1.5118      0.1607 
3.3839e+04     1.8478      0.1327 
5.0802e+04     0.0100      2.0000 
5.0802e+04     0.0122      2.0000 
5.0802e+04     0.0149      2.0000 
5.0802e+04     0.0183      2.0000 
5.0802e+04     0.0223      2.0000 
5.0802e+04     0.0273      2.0000 
5.0802e+04     0.0333      2.0000 
5.0802e+04     0.0408      2.0000 
5.0802e+04     0.0498      2.0000 
5.0802e+04     0.0609      2.0000 
5.0802e+04     0.0744      2.0000 
5.0802e+04     0.0910      2.0000 
5.0802e+04     0.1112      2.0000 
5.0802e+04     0.1359      2.0000 
5.0802e+04     0.1662      1.7518 
5.0802e+04     0.2031      1.4255 
5.0802e+04     0.2482      1.1637 
5.0802e+04     0.3034      0.9526 
5.0802e+04     0.3709      0.7793 
5.0802e+04     0.4533      0.6405 
5.0802e+04     0.5541      0.5241 
5.0802e+04     0.6773      0.4297 
5.0802e+04     0.8278      0.3510 
5.0802e+04     1.0119      0.2873 
5.0802e+04     1.2368      0.2357 
5.0802e+04     1.5118      0.1928 
5.0802e+04     1.8478      0.1583 
5.0802e+04     2.2586      0.1300 
7.6270e+04     0.0100      2.0000 
7.6270e+04     0.0122      2.0000 
7.6270e+04     0.0149      2.0000 
7.6270e+04     0.0183      2.0000 
7.6270e+04     0.0223      2.0000 
7.6270e+04     0.0273      2.0000 
7.6270e+04     0.0333      2.0000 
7.6270e+04     0.0408      2.0000 
7.6270e+04     0.0498      2.0000 
7.6270e+04     0.0609      2.0000 
7.6270e+04     0.0744      2.0000 
7.6270e+04     0.0910      2.0000 
7.6270e+04     0.1112      2.0000 
7.6270e+04     0.1359      2.0000 
7.6270e+04     0.1662      2.0000 
7.6270e+04     0.2031      1.6963 
7.6270e+04     0.2482      1.3909 
7.6270e+04     0.3034      1.1373 
7.6270e+04     0.3709      0.9305 
7.6270e+04     0.4533      0.7631 
7.6270e+04     0.5541      0.6225 
7.6270e+04     0.6773      0.5092 
7.6270e+04     0.8278      0.4179 
7.6270e+04     1.0119      0.3413 
7.6270e+04     1.2368      0.2786 
7.6270e+04     1.5118      0.2312 
7.6270e+04     1.8478      0.1894 
7.6270e+04     2.2586      0.1548 
7.6270e+04     2.7607      0.1263 
1.1450e+05     0.0100      2.0000 
1.1450e+05     0.0122      2.0000 
1.1450e+05     0.0149      2.0000 
1.1450e+05     0.0183      2.0000 
1.1450e+05     0.0223      2.0000 
1.1450e+05     0.0273      2.0000 
1.1450e+05     0.0333      2.0000 
1.1450e+05     0.0408      2.0000 
1.1450e+05     0.0498      2.0000 
1.1450e+05     0.0609      2.0000 
1.1450e+05     0.0744      2.0000 
1.1450e+05     0.0910      2.0000 
1.1450e+05     0.1112      2.0000 
1.1450e+05     0.1359      2.0000 
1.1450e+05     0.1662      2.0000 
1.1450e+05     0.2031      2.0000 
1.1450e+05     0.2482      1.6589 
1.1450e+05     0.3034      1.3561 
1.1450e+05     0.3709      1.1101 
1.1450e+05     0.4533      0.9092 
1.1450e+05     0.5541      0.7450 
1.1450e+05     0.6773      0.6097 
1.1450e+05     0.8278      0.4994 
1.1450e+05     1.0119      0.4073 
1.1450e+05     1.2368      0.3339 
1.1450e+05     1.5118      0.2746 
1.1450e+05     1.8478      0.2243 
1.1450e+05     2.2586      0.1827 
1.1450e+05     2.7607      0.1492 
1.1450e+05     3.3745      0.1242 
1.7191e+05     0.0100      2.0000 
1.7191e+05     0.0122      2.0000 
1.7191e+05     0.0149      2.0000 
1.7191e+05     0.0183      2.0000 
1.7191e+05     0.0223      2.0000 
1.7191e+05     0.0273      2.0000 
1.7191e+05     0.0333      2.0000 
1.7191e+05     0.0408      2.0000 
1.7191e+05     0.0498      2.0000 
1.7191e+05     0.0609      2.0000 
1.7191e+05     0.0744      2.0000 
1.7191e+05     0.0910      2.0000 
1.7191e+05     0.1112      2.0000 
1.7191e+05     0.1359      2.0000 
1.7191e+05     0.1662      2.0000 
1.7191e+05     0.2031      2.0000 
1.7191e+05     0.2482      1.9805 
1.7191e+05     0.3034      1.6147 
1.7191e+05     0.3709      1.3233 
1.7191e+05     0.4533      1.0812 
1.7191e+05     0.5541      0.8875 
1.7191e+05     0.6773      0.7256 
1.7191e+05     0.8278      0.5930 
1.7191e+05     1.0119      0.4852 
1.7191e+05     1.2368      0.3976 
1.7191e+05     1.5118      0.3266 
1.7191e+05     1.8478      0.2669 
1.7191e+05     2.2586      0.2173 
1.7191e+05     2.7607      0.1803 
1.7191e+05     3.3745      0.1457 
1.7191e+05     4.1246      0.1209 
2.5809e+05     0.0100      2.0000 
2.5809e+05     0.0122      2.0000 
2.5809e+05     0.0149      2.0000 
2.5809e+05     0.0183      2.0000 
2.5809e+05     0.0223      2.0000 
2.5809e+05     0.0273      2.0000 
2.5809e+05     0.0333      2.0000 
2.5809e+05     0.0408      2.0000 
2.5809e+05     0.0498      2.0000 
2.5809e+05     0.0609      2.0000 
2.5809e+05     0.0744      2.0000 
2.5809e+05     0.0910      2.0000 
2.5809e+05     0.1112      2.0000 
2.5809e+05     0.1359      2.0000 
2.5809e+05     0.1662      2.0000 
2.5809e+05     0.2031      2.0000 
2.5809e+05     0.2482      2.0000 
2.5809e+05     0.3034      1.9348 
2.5809e+05     0.3709      1.5771 
2.5809e+05     0.4533      1.2910 
2.5809e+05     0.5541      1.0557 
2.5809e+05     0.6773      0.8635 
2.5809e+05     0.8278      0.7080 
2.5809e+05     1.0119      0.5794 
2.5809e+05     1.2368      0.4764 
2.5809e+05     1.5118      0.3885 
2.5809e+05     1.8478      0.3194 
2.5809e+05     2.2586      0.2619 
2.5809e+05     2.7607      0.2134 
2.5809e+05     3.3745      0.1746 
2.5809e+05     4.1246      0.1450 
2.5809e+05     5.0416      0.1145 
3.8747e+05     0.0100      2.0000 
