3.8747e+05     0.0122      2.0000 
3.8747e+05     0.0149      2.0000 
3.8747e+05     0.0183      2.0000 
3.8747e+05     0.0223      2.0000 
3.8747e+05     0.0273      2.0000 
3.8747e+05     0.0333      2.0000 
3.8747e+05     0.0408      2.0000 
3.8747e+05     0.0498      2.0000 
3.8747e+05     0.0609      2.0000 
3.8747e+05     0.0744      2.0000 
3.8747e+05     0.0910      2.0000 
3.8747e+05     0.1112      2.0000 
3.8747e+05     0.1359      2.0000 
3.8747e+05     0.1662      2.0000 
3.8747e+05     0.2031      2.0000 
3.8747e+05     0.2482      2.0000 
3.8747e+05     0.3034      2.0000 
3.8747e+05     0.3709      1.8783 
3.8747e+05     0.4533      1.5376 
3.8747e+05     0.5541      1.2586 
3.8747e+05     0.6773      1.0300 
3.8747e+05     0.8278      0.8442 
3.8747e+05     1.0119      0.6904 
3.8747e+05     1.2368      0.5653 
3.8747e+05     1.5118      0.4633 
3.8747e+05     1.8478      0.3790 
3.8747e+05     2.2586      0.3089 
3.8747e+05     2.7607      0.2565 
3.8747e+05     3.3745      0.2083 
3.8747e+05     4.1246      0.1719 
3.8747e+05     5.0416      0.1390 
3.8747e+05     6.1623      0.1132 
5.8171e+05     0.0100      2.0000 
5.8171e+05     0.0122      2.0000 
5.8171e+05     0.0149      2.0000 
5.8171e+05     0.0183      2.0000 
5.8171e+05     0.0223      2.0000 
5.8171e+05     0.0273      2.0000 
5.8171e+05     0.0333      2.0000 
5.8171e+05     0.0408      2.0000 
5.8171e+05     0.0498      2.0000 
5.8171e+05     0.0609      2.0000 
5.8171e+05     0.0744      2.0000 
5.8171e+05     0.0910      2.0000 
5.8171e+05     0.1112      2.0000 
5.8171e+05     0.1359      2.0000 
5.8171e+05     0.1662      2.0000 
5.8171e+05     0.2031      2.0000 
5.8171e+05     0.2482      2.0000 
5.8171e+05     0.3034      2.0000 
5.8171e+05     0.3709      2.0000 
5.8171e+05     0.4533      1.8315 
5.8171e+05     0.5541      1.4994 
5.8171e+05     0.6773      1.2277 
5.8171e+05     0.8278      1.0055 
5.8171e+05     1.0119      0.8217 
5.8171e+05     1.2368      0.6741 
5.8171e+05     1.5118      0.5519 
5.8171e+05     1.8478      0.4504 
5.8171e+05     2.2586      0.3681 
5.8171e+05     2.7607      0.3037 
5.8171e+05     3.3745      0.2455 
5.8171e+05     4.1246      0.2046 
5.8171e+05     5.0416      0.1656 
5.8171e+05     6.1623      0.1365 
5.8171e+05     7.5322      0.1116 
8.7333e+05     0.0100      2.0000 
8.7333e+05     0.0122      2.0000 
8.7333e+05     0.0149      2.0000 
8.7333e+05     0.0183      2.0000 
8.7333e+05     0.0223      2.0000 
8.7333e+05     0.0273      2.0000 
8.7333e+05     0.0333      2.0000 
8.7333e+05     0.0408      2.0000 
8.7333e+05     0.0498      2.0000 
8.7333e+05     0.0609      2.0000 
8.7333e+05     0.0744      2.0000 
8.7333e+05     0.0910      2.0000 
8.7333e+05     0.1112      2.0000 
8.7333e+05     0.1359      2.0000 
8.7333e+05     0.1662      2.0000 
8.7333e+05     0.2031      2.0000 
8.7333e+05     0.2482      2.0000 
8.7333e+05     0.3034      2.0000 
8.7333e+05     0.3709      2.0000 
8.7333e+05     0.4533      2.0000 
8.7333e+05     0.5541      1.7889 
8.7333e+05     0.6773      1.4643 
8.7333e+05     0.8278      1.1973 
8.7333e+05     1.0119      0.9794 
8.7333e+05     1.2368      0.8019 
8.7333e+05     1.5118      0.6559 
8.7333e+05     1.8478      0.5369 
8.7333e+05     2.2586      0.4407 
8.7333e+05     2.7607      0.3618 
8.7333e+05     3.3745      0.2936 
8.7333e+05     4.1246      0.2435 
8.7333e+05     5.0416      0.1970 
8.7333e+05     6.1623      0.1610 
8.7333e+05     7.5322      0.1330 
8.7333e+05     9.2067      0.1099 
1.3111e+06     0.0100      2.0000 
1.3111e+06     0.0122      2.0000 
1.3111e+06     0.0149      2.0000 
1.3111e+06     0.0183      2.0000 
1.3111e+06     0.0223      2.0000 
1.3111e+06     0.0273      2.0000 
1.3111e+06     0.0333      2.0000 
1.3111e+06     0.0408      2.0000 
1.3111e+06     0.0498      2.0000 
1.3111e+06     0.0609      2.0000 
1.3111e+06     0.0744      2.0000 
1.3111e+06     0.0910      2.0000 
1.3111e+06     0.1112      2.0000 
1.3111e+06     0.1359      2.0000 
1.3111e+06     0.1662      2.0000 
1.3111e+06     0.2031      2.0000 
1.3111e+06     0.2482      2.0000 
1.3111e+06     0.3034      2.0000 
1.3111e+06     0.3709      2.0000 
1.3111e+06     0.4533      2.0000 
1.3111e+06     0.5541      2.0000 
1.3111e+06     0.6773      1.7458 
1.3111e+06     0.8278      1.4285 
1.3111e+06     1.0119      1.1683 
1.3111e+06     1.2368      0.9543 
1.3111e+06     1.5118      0.7805 
1.3111e+06     1.8478      0.6417 
1.3111e+06     2.2586      0.5249 
1.3111e+06     2.7607      0.4304 
1.3111e+06     3.3745      0.3515 
1.3111e+06     4.1246      0.2879 
1.3111e+06     5.0416      0.2349 
1.3111e+06     6.1623      0.1928 
1.3111e+06     7.5322      0.1586 
1.3111e+06     9.2067      0.1308 
1.3111e+06     11.2534      0.1080 
1.9684e+06     0.0100      2.0000 
1.9684e+06     0.0122      2.0000 
1.9684e+06     0.0149      2.0000 
1.9684e+06     0.0183      2.0000 
1.9684e+06     0.0223      2.0000 
1.9684e+06     0.0273      2.0000 
1.9684e+06     0.0333      2.0000 
1.9684e+06     0.0408      2.0000 
1.9684e+06     0.0498      2.0000 
1.9684e+06     0.0609      2.0000 
1.9684e+06     0.0744      2.0000 
1.9684e+06     0.0910      2.0000 
1.9684e+06     0.1112      2.0000 
1.9684e+06     0.1359      2.0000 
1.9684e+06     0.1662      2.0000 
1.9684e+06     0.2031      2.0000 
1.9684e+06     0.2482      2.0000 
1.9684e+06     0.3034      2.0000 
1.9684e+06     0.3709      2.0000 
1.9684e+06     0.4533      2.0000 
1.9684e+06     0.5541      2.0000 
1.9684e+06     0.6773      2.0000 
1.9684e+06     0.8278      1.6999 
1.9684e+06     1.0119      1.3905 
1.9684e+06     1.2368      1.1380 
1.9684e+06     1.5118      0.9314 
1.9684e+06     1.8478      0.7634 
1.9684e+06     2.2586      0.6228 
1.9684e+06     2.7607      0.5099 
1.9684e+06     3.3745      0.4184 
1.9684e+06     4.1246      0.3416 
1.9684e+06     5.0416      0.2789 
1.9684e+06     6.1623      0.2285 
1.9684e+06     7.5322      0.1894 
1.9684e+06     9.2067      0.1550 
1.9684e+06     11.2534      0.1266 
1.9684e+06     13.7550      0.1054 
2.9552e+06     0.0100      2.0000 
2.9552e+06     0.0122      2.0000 
2.9552e+06     0.0149      2.0000 
2.9552e+06     0.0183      2.0000 
2.9552e+06     0.0223      2.0000 
2.9552e+06     0.0273      2.0000 
2.9552e+06     0.0333      2.0000 
2.9552e+06     0.0408      2.0000 
2.9552e+06     0.0498      2.0000 
2.9552e+06     0.0609      2.0000 
2.9552e+06     0.0744      2.0000 
2.9552e+06     0.0910      2.0000 
2.9552e+06     0.1112      2.0000 
2.9552e+06     0.1359      2.0000 
2.9552e+06     0.1662      2.0000 
2.9552e+06     0.2031      2.0000 
2.9552e+06     0.2482      2.0000 
2.9552e+06     0.3034      2.0000 
2.9552e+06     0.3709      2.0000 
2.9552e+06     0.4533      2.0000 
2.9552e+06     0.5541      2.0000 
2.9552e+06     0.6773      2.0000 
2.9552e+06     0.8278      2.0000 
2.9552e+06     1.0119      1.6565 
2.9552e+06     1.2368      1.3562 
2.9552e+06     1.5118      1.1105 
2.9552e+06     1.8478      0.9094 
2.9552e+06     2.2586      0.7452 
2.9552e+06     2.7607      0.6101 
2.9552e+06     3.3745      0.4996 
2.9552e+06     4.1246      0.4078 
2.9552e+06     5.0416      0.3341 
2.9552e+06     6.1623      0.2748 
2.9552e+06     7.5322      0.2244 
2.9552e+06     9.2067      0.1826 
2.9552e+06     11.2534      0.1498 
2.9552e+06     13.7550      0.1242 
2.9552e+06     16.8128      0.1002 
4.4367e+06     0.0100      2.0000 
4.4367e+06     0.0122      2.0000 
4.4367e+06     0.0149      2.0000 
4.4367e+06     0.0183      2.0000 
4.4367e+06     0.0223      2.0000 
4.4367e+06     0.0273      2.0000 
4.4367e+06     0.0333      2.0000 
4.4367e+06     0.0408      2.0000 
4.4367e+06     0.0498      2.0000 
4.4367e+06     0.0609      2.0000 
4.4367e+06     0.0744      2.0000 
4.4367e+06     0.0910      2.0000 
4.4367e+06     0.1112      2.0000 
4.4367e+06     0.1359      2.0000 
4.4367e+06     0.1662      2.0000 
4.4367e+06     0.2031      2.0000 
4.4367e+06     0.2482      2.0000 
4.4367e+06     0.3034      2.0000 
4.4367e+06     0.3709      2.0000 
4.4367e+06     0.4533      2.0000 
4.4367e+06     0.5541      2.0000 
4.4367e+06     0.6773      2.0000 
4.4367e+06     0.8278      2.0000 
4.4367e+06     1.0119      1.9738 
4.4367e+06     1.2368      1.6136 
4.4367e+06     1.5118      1.3230 
4.4367e+06     1.8478      1.0825 
4.4367e+06     2.2586      0.8872 
4.4367e+06     2.7607      0.7236 
4.4367e+06     3.3745      0.5928 
4.4367e+06     4.1246      0.4851 
4.4367e+06     5.0416      0.3976 
4.4367e+06     6.1623      0.3266 
4.4367e+06     7.5322      0.2669 
4.4367e+06     9.2067      0.2173 
4.4367e+06     11.2534      0.1804 
4.4367e+06     13.7550      0.1457 
4.4367e+06     16.8128      0.1209 
4.4367e+06     20.5504      0.0979 
6.6608e+06     0.0100      2.0000 
6.6608e+06     0.0122      2.0000 
6.6608e+06     0.0149      2.0000 
6.6608e+06     0.0183      2.0000 
6.6608e+06     0.0223      2.0000 
6.6608e+06     0.0273      2.0000 
6.6608e+06     0.0333      2.0000 
6.6608e+06     0.0408      2.0000 
6.6608e+06     0.0498      2.0000 
6.6608e+06     0.0609      2.0000 
6.6608e+06     0.0744      2.0000 
6.6608e+06     0.0910      2.0000 
6.6608e+06     0.1112      2.0000 
6.6608e+06     0.1359      2.0000 
6.6608e+06     0.1662      2.0000 
6.6608e+06     0.2031      2.0000 
6.6608e+06     0.2482      2.0000 
6.6608e+06     0.3034      2.0000 
6.6608e+06     0.3709      2.0000 
6.6608e+06     0.4533      2.0000 
6.6608e+06     0.5541      2.0000 
6.6608e+06     0.6773      2.0000 
6.6608e+06     0.8278      2.0000 
6.6608e+06     1.0119      2.0000 
6.6608e+06     1.2368      1.9315 
6.6608e+06     1.5118      1.5754 
6.6608e+06     1.8478      1.2877 
6.6608e+06     2.2586      1.0555 
6.6608e+06     2.7607      0.8627 
6.6608e+06     3.3745      0.7079 
6.6608e+06     4.1246      0.5780 
6.6608e+06     5.0416      0.4764 
6.6608e+06     6.1623      0.3882 
6.6608e+06     7.5322      0.3190 
6.6608e+06     9.2067      0.2618 
6.6608e+06     11.2534      0.2133 
6.6608e+06     13.7550      0.1746 
6.6608e+06     16.8128      0.1450 
6.6608e+06     20.5504      0.1145 
6.6608e+06     25.1189      0.0976 
1.0000e+07     0.0100      2.0000 
1.0000e+07     0.0122      2.0000 
1.0000e+07     0.0149      2.0000 
1.0000e+07     0.0183      2.0000 
1.0000e+07     0.0223      2.0000 
1.0000e+07     0.0273      2.0000 
1.0000e+07     0.0333      2.0000 
1.0000e+07     0.0408      2.0000 
1.0000e+07     0.0498      2.0000 
1.0000e+07     0.0609      2.0000 
1.0000e+07     0.0744      2.0000 
1.0000e+07     0.0910      2.0000 
1.0000e+07     0.1112      2.0000 
1.0000e+07     0.1359      2.0000 
1.0000e+07     0.1662      2.0000 
1.0000e+07     0.2031      2.0000 
1.0000e+07     0.2482      2.0000 
1.0000e+07     0.3034      2.0000 
1.0000e+07     0.3709      2.0000 
1.0000e+07     0.4533      2.0000 
1.0000e+07     0.5541      2.0000 
1.0000e+07     0.6773      2.0000 
1.0000e+07     0.8278      2.0000 
1.0000e+07     1.0119      2.0000 
1.0000e+07     1.2368      2.0000 
1.0000e+07     1.5118      1.8792 
1.0000e+07     1.8478      1.5362 
1.0000e+07     2.2586      1.2568 
1.0000e+07     2.7607      1.0287 
1.0000e+07     3.3745      0.8431 
1.0000e+07     4.1246      0.6887 
1.0000e+07     5.0416      0.5653 
1.0000e+07     6.1623      0.4627 
1.0000e+07     7.5322      0.3782 
1.0000e+07     9.2067      0.3085 
1.0000e+07     11.2534      0.2562 
1.0000e+07     13.7550      0.2080 
1.0000e+07     16.8128      0.1718 
1.0000e+07     20.5504      0.1389 
1.0000e+07     25.1189      0.1131 
