324900.00 292.64 5.80 4.82 0.28 4967290.00 3.38 87.05 19.39 -278.72 -29.32 117.44 -77.11 1613110.00 2896860.00
231210.00 295.31 5.11 4.47 0.25 3448860.00 2.49 66.92 -67.98 -279.48 -53.35 108.36 -47.05 1381910.00 2478140.00
130218.00 296.98 4.72 3.97 0.27 2586760.00 3.04 29.75 -235.36 -178.66 -22.90 5.74 -82.84 1081380.00 1890240.00
131626.00 296.16 4.41 3.65 0.10 639902.00 0.34 11.33 -124.09 -268.67 23.36 40.41 139.80 681908.00 834109.00
148297.00 299.85 4.35 4.06 0.24 2817060.00 2.36 -93.88 -218.47 -182.68 -23.54 54.74 -62.16 1135810.00 1964040.00
54564.00 295.92 4.36 4.21 0.44 5552390.00 4.17 -23.94 40.10 -292.21 -49.21 147.43 -60.28 1156590.00 2468510.00
21876.00 297.37 4.59 4.01 0.07 799607.00 2.17 60.91 183.91 -225.61 5.88 -103.06 114.02 600540.00 697717.00
37674.00 296.45 4.31 4.12 0.22 2470760.00 2.32 13.32 -83.87 -284.02 -57.94 92.50 -21.78 1139130.00 1786590.00
69297.00 295.91 4.54 3.11 0.29 1602340.00 1.57 -173.45 -38.36 -236.66 -53.47 48.16 -62.96 641975.00 1233100.00
67364.00 294.61 6.18 5.83 0.50 17272200.00 8.88 -2.21 95.18 -278.80 27.12 134.00 -71.42 2108180.00 4707900.00
39418.00 286.95 4.64 4.28 0.30 4028990.00 3.15 201.04 -136.40 -152.70 -16.73 52.38 -84.99 1224400.00 2306750.00
133674.00 294.30 5.06 3.64 0.13 1313960.00 2.80 -17.66 -100.67 -275.98 33.43 -66.32 53.55 777292.00 1035710.00
4218.00 292.98 5.00 4.07 0.48 3994360.00 2.37 85.30 -226.66 -164.89 -15.40 -87.54 49.55 933659.00 2316560.00
83236.00 293.16 6.11 4.44 0.39 4125790.00 3.26 13.13 36.02 -290.64 -36.47 17.60 -96.14 1209130.00 2613240.00
299114.00 294.17 7.86 5.84 0.26 4399720.00 1.61 85.06 -112.44 -258.19 104.53 10.84 -22.76 2362930.00 3926500.00
18585.00 298.32 6.15 4.51 0.35 3267980.00 1.43 -121.43 -2.61 -272.48 -4.85 126.09 138.14 1371400.00 2579460.00
211498.00 294.33 7.86 6.92 0.61 17332600.00 4.18 24.14 -97.21 -276.76 112.15 -14.35 -30.00 2598550.00 6578690.00
183658.00 289.88 4.65 4.02 0.18 1771040.00 1.77 108.05 -99.99 -249.71 77.15 44.08 41.08 1068750.00 1557000.00
8489.00 295.06 22.62 7.65 0.24 7513240.00 2.42 -140.72 -134.90 -221.49 -24.57 -12.77 30.70 4055280.00 6281900.00
312612.00 289.07 4.05 3.80 0.17 1313530.00 0.77 62.96 57.46 -276.22 -90.97 52.74 122.51 917203.00 1384040.00
152393.00 296.73 4.01 3.76 0.12 820643.00 0.99 -98.06 -221.90 -170.87 9.16 -51.17 -19.25 692096.00 822091.00
153417.00 296.24 5.72 5.14 0.30 5610690.00 3.51 -88.74 -218.87 -178.84 -4.62 76.02 -48.28 1804510.00 3326450.00
162633.00 299.46 4.24 3.06 0.29 1436820.00 2.03 -96.59 -249.46 -134.60 87.49 1.87 2.85 629643.00 1099250.00
251754.00 284.32 7.51 6.16 0.37 10470200.00 5.16 179.39 -81.39 -205.01 90.32 -49.62 -17.67 2496300.00 5114520.00
48378.00 284.54 4.81 4.42 0.23 2538970.00 1.42 158.31 -165.33 -169.02 -35.00 -2.63 57.32 1342990.00 2155370.00
21801.00 291.67 7.29 5.79 0.36 7866010.00 4.97 -104.58 -127.56 -240.56 35.19 -34.37 59.26 2043380.00 4405880.00
41466.00 285.11 4.65 4.44 0.57 14633100.00 9.78 188.05 -168.27 -132.71 128.40 107.53 -91.05 1054570.00 2722370.00
225130.00 285.11 7.90 6.30 0.44 10085600.00 2.98 154.45 -83.30 -224.71 1.99 4.50 83.88 2448180.00 5509180.00
29105.00 299.37 4.21 3.57 0.18 1553720.00 3.71 -243.98 19.28 -172.40 126.63 -73.01 53.33 818136.00 1142390.00
132650.00 290.62 4.47 4.46 0.29 7925690.00 5.57 5.42 -127.18 -261.26 -46.97 62.58 143.85 1346040.00 2481450.00
4346.00 288.08 10.79 6.14 0.19 5025470.00 2.16 107.40 -220.41 -151.24 32.85 -85.13 -11.87 2547100.00 3984190.00
31641.00 296.58 4.29 3.88 0.29 3320870.00 2.99 -111.04 138.66 -237.49 31.69 -62.78 98.45 1026440.00 1852990.00
200521.00 292.15 4.75 3.81 0.33 3289910.00 3.94 -105.90 -185.36 -199.45 71.71 125.07 8.50 952924.00 1925140.00
265066.00 283.87 5.52 5.13 0.36 6201920.00 4.68 135.99 -26.15 -247.80 -13.45 57.24 -139.36 1737480.00 3541980.00
286826.00 293.47 4.90 4.02 0.40 2956080.00 1.07 81.69 -109.86 -259.58 -135.19 23.36 -26.65 1109970.00 2950590.00
75114.00 287.23 6.34 5.50 0.37 7088120.00 3.65 94.02 -130.11 -238.18 82.07 62.31 -25.59 2022730.00 4054240.00
181610.00 285.62 5.79 4.62 0.37 4631900.00 3.32 115.02 -112.70 -235.90 -1.93 -62.71 69.53 1359920.00 2835430.00
400665.00 290.69 6.54 5.65 0.25 6078750.00 3.67 -85.08 -0.28 -277.96 -38.26 -50.58 -74.33 2205760.00 3872160.00
112426.00 289.75 5.34 5.05 0.43 7265270.00 3.48 -27.66 -11.31 -288.20 -52.60 109.38 -12.67 1489680.00 3500990.00
104810.00 286.30 4.55 4.43 0.13 2116500.00 1.81 95.93 -110.92 -245.89 119.64 7.40 -23.10 1171730.00 1801140.00
48537.00 293.15 8.45 6.89 0.40 11097900.00 4.14 -134.88 104.32 -238.47 -62.51 -14.79 -54.38 3093820.00 6409580.00
40612.00 279.83 4.39 3.50 0.48 3255650.00 2.87 151.18 25.61 -234.08 57.04 130.05 -44.03 746920.00 1705860.00
216426.00 282.32 4.13 3.93 0.34 3430370.00 3.06 122.89 -158.35 -198.82 -21.10 87.22 -81.42 1041840.00 2060850.00
14292.00 291.06 6.34 4.59 0.19 2942740.00 2.49 199.23 52.60 -205.56 -44.05 1.54 61.39 1420900.00 2340830.00
93593.00 291.09 11.69 10.99 1.03 95421700.00 13.22 -55.26 92.63 -270.37 103.09 40.52 97.49 6350070.00 15592400.00
271722.00 280.82 4.10 3.09 0.11 644045.00 0.70 136.06 -121.04 -213.77 5.28 25.88 22.77 522480.00 680256.00
144170.00 286.87 4.26 3.66 0.37 2601060.00 2.24 -7.57 -24.91 -285.69 -47.71 106.35 4.47 852117.00 1735740.00
277354.00 279.65 4.77 3.63 0.22 1422320.00 0.76 172.53 -8.45 -219.93 88.90 32.60 -48.74 960403.00 1842980.00
54388.00 289.47 4.70 4.69 0.52 18646900.00 10.13 3.42 175.10 -230.48 -98.06 -192.46 -11.15 1233030.00 3057310.00
64436.00 288.59 7.29 6.16 0.43 11421200.00 5.20 208.58 109.09 -166.96 -57.34 -49.14 -30.14 2323920.00 5167590.00
148266.00 285.83 4.92 4.12 0.26 2336680.00 1.80 13.09 -13.84 -285.19 76.35 -24.41 66.22 1170430.00 1861280.00
315178.00 283.50 5.59 4.74 0.27 3647430.00 3.34 77.19 -34.58 -270.58 -30.39 -46.06 99.37 1540940.00 2497110.00
246052.00 283.75 4.49 3.21 0.39 2533660.00 3.59 47.06 6.44 -279.74 -51.55 30.44 127.82 655240.00 1392950.00
2074.00 288.06 5.62 4.44 0.21 2057630.00 1.40 -30.34 -231.10 -169.27 -21.87 53.66 51.56 1298030.00 1764690.00
206378.00 285.64 5.34 4.91 0.36 6006800.00 2.60 44.17 -122.38 -254.28 -46.40 79.75 -72.98 1598970.00 3212990.00
155801.00 290.78 8.76 6.94 0.29 8029760.00 2.31 -112.22 5.31 -268.20 -1.64 126.26 117.58 3311540.00 5960660.00
8345.00 289.11 5.51 4.32 0.31 3212770.00 2.42 -123.59 -1.87 -261.35 -13.69 116.33 117.83 1267130.00 2383940.00
92522.00 280.02 4.43 4.10 0.27 2841650.00 2.39 123.79 -129.35 -215.30 77.72 -74.71 29.38 1162830.00 2046480.00
56244.00 284.31 5.32 4.61 0.50 8796590.00 5.75 199.81 77.54 -186.80 15.39 177.67 -54.05 1362420.00 2949200.00
202674.00 288.12 4.77 3.72 0.07 746395.00 1.62 34.53 -265.26 -107.05 26.97 44.42 48.11 584869.00 671216.00
51122.00 288.75 4.11 4.03 0.53 13040600.00 9.04 -42.38 -242.64 -150.68 -0.05 13.11 176.79 969310.00 2264860.00
33962.00 282.97 4.36 3.63 0.14 1736650.00 2.89 11.68 -198.90 -200.94 44.97 -89.42 -9.33 884972.00 1399040.00
275306.00 281.62 17.60 14.92 0.78 120108000.00 11.82 173.57 -7.59 -221.65 -41.42 19.19 65.07 11644600.00 29462700.00
236361.00 285.80 4.61 3.55 0.22 1632370.00 2.18 -88.58 -204.53 -178.89 27.77 -17.67 76.21 854398.00 1293170.00
250410.00 283.29 8.15 7.02 0.66 22319100.00 5.64 63.69 -119.65 -248.75 -54.06 84.65 -62.93 2788390.00 6754490.00
150698.00 282.22 7.15 5.50 0.33 5978630.00 2.74 22.74 -180.62 -215.66 -15.04 -119.53 -50.39 1986270.00 3869910.00
191274.00 282.55 4.45 4.22 0.29 3038650.00 2.40 23.90 -86.25 -268.00 -63.31 94.92 -17.71 1198310.00 2105910.00
152570.00 290.22 4.94 3.78 0.50 3939740.00 3.95 273.26 -18.19 -96.05 -10.94 -52.88 -42.91 627996.00 1992400.00
46372.00 282.33 5.65 5.27 0.25 5550160.00 2.68 -14.69 10.61 -281.75 40.60 114.27 -21.72 1934250.00 3469140.00
178086.00 295.00 5.14 3.95 0.31 2913240.00 3.03 245.98 -155.73 -47.59 -34.10 16.69 7.61 1021730.00 1937750.00
33914.00 283.35 11.07 9.41 0.58 42220100.00 6.64 84.19 -237.07 -130.37 -34.50 -30.66 72.21 4938710.00 12307900.00
286442.00 272.16 4.52 4.33 0.13 1436440.00 1.78 185.73 -23.04 -197.60 -30.31 34.16 64.71 959068.00 1232450.00
7924.00 295.33 6.75 6.48 0.71 33256900.00 9.51 39.11 220.15 -192.93 -71.04 167.62 86.70 2369220.00 5769040.00
301209.00 281.51 5.39 3.36 0.15 971663.00 0.95 -89.96 26.55 -265.43 -10.16 36.79 -72.64 682257.00 933107.00
215402.00 276.19 6.72 6.17 0.45 22981700.00 9.24 113.93 -159.60 -194.49 22.53 -19.80 -183.77 2436820.00 5297220.00
202282.00 288.51 24.81 17.29 0.91 171166000.00 9.23 40.55 -111.62 -262.94 29.45 6.68 110.45 13938300.00 37596700.00
154794.00 278.67 4.66 4.06 0.29 3452640.00 3.08 37.13 -171.96 -216.12 8.38 -28.31 147.33 1119680.00 2084670.00
72369.00 281.48 9.61 7.58 0.65 22731600.00 5.91 -152.50 -34.06 -234.12 -47.04 -68.19 -39.60 3517530.00 7911870.00
280106.00 290.73 23.94 19.85 1.76 445308000.00 12.81 79.15 -108.87 -257.69 114.91 18.14 -15.76 12518100.00 39858600.00
52121.00 281.60 4.83 3.93 0.24 2790170.00 3.03 -65.15 119.32 -246.61 64.04 -108.13 67.60 1059780.00 1785420.00
123124.00 293.49 8.30 6.70 0.37 12856300.00 4.07 -2.76 232.24 -179.41 -10.11 80.54 39.49 3038590.00 6125050.00
154404.00 279.64 5.02 5.00 0.56 20180200.00 10.63 13.75 146.06 -238.07 -110.80 -193.58 -11.99 1432050.00 3455960.00
57076.00 286.96 4.85 3.96 0.24 2664060.00 3.97 108.62 195.84 -179.42 -65.19 -27.39 19.69 1071490.00 1802200.00
309145.00 290.32 9.81 6.48 0.70 17880100.00 5.36 -61.80 200.87 -200.30 -68.41 70.36 -58.13 2129140.00 5704590.00
17194.00 279.23 4.20 3.53 0.21 1882740.00 2.20 -47.83 -94.32 -258.43 107.90 80.18 72.79 848670.00 1431410.00
69329.00 281.47 11.75 4.61 0.07 885534.00 1.05 -158.87 -143.17 -183.00 8.20 -20.50 47.44 807055.00 883587.00
108788.00 288.67 8.92 3.17 0.20 1267010.00 2.71 -2.52 220.21 -186.62 4.17 -90.33 49.17 675535.00 991457.00
4905.00 279.74 8.48 7.83 0.50 23677200.00 5.99 -110.58 -83.24 -243.11 -82.54 -94.24 26.18 3780650.00 8528090.00
40070.00 296.27 5.55 3.11 0.34 1613160.00 2.66 -2.06 -295.87 -15.16 -17.18 36.92 28.13 611909.00 1197660.00
62873.00 279.07 6.21 5.29 0.28 5640010.00 3.57 -70.46 43.65 -266.47 0.96 42.62 -78.38 1937040.00 3481480.00
84657.00 279.09 5.58 3.71 0.32 2863890.00 2.96 -162.60 -5.72 -226.76 -86.71 -65.25 -59.05 909793.00 1788220.00
103082.00 278.51 7.42 5.94 0.42 8423420.00 2.88 14.12 -134.79 -243.31 111.13 6.49 -64.81 2283490.00 4798960.00
183729.00 282.68 7.95 6.71 0.43 18990100.00 7.27 -148.79 84.12 -225.15 30.26 68.26 149.13 2752280.00 6216910.00
208817.00 298.21 4.34 3.88 0.34 2716370.00 3.05 -159.71 194.69 -159.75 16.06 -42.55 -22.05 1007360.00 1960270.00
1082.00 278.57 5.06 4.44 0.26 4122890.00 2.47 29.73 -225.91 -160.25 -27.87 -7.84 -96.68 1373130.00 2642390.00
69929.00 277.90 4.24 4.07 0.17 1715180.00 2.30 -69.21 -114.36 -243.65 113.59 10.64 29.51 1032990.00 1444750.00
138484.00 296.62 4.85 4.24 0.52 6566110.00 4.21 13.09 254.34 -152.06 -61.92 147.63 4.70 1111390.00 2511860.00
121778.00 279.32 6.17 4.64 0.22 3166380.00 2.51 48.50 -246.69 -121.71 32.23 -91.62 11.40 1478110.00 2381470.00
230250.00 271.50 5.68 4.21 0.22 3481960.00 3.09 137.74 -54.28 -227.58 -3.00 86.48 -137.67 1222020.00 2036960.00
61396.00 280.43 5.27 4.82 0.41 12770500.00 7.86 231.78 -1.11 -157.84 -72.95 93.34 108.51 1442780.00 3201450.00
14489.00 278.29 5.22 3.81 0.07 590574.00 1.27 -134.15 -3.34 -243.80 2.45 2.32 14.26 497471.00 580593.00
198442.00 277.32 4.46 3.87 0.41 3604840.00 2.33 42.03 -94.28 -257.39 127.45 33.00 -1.72 962522.00 2087500.00
22554.00 279.57 8.42 6.30 0.51 11056100.00 2.96 -15.58 -227.49 -161.76 22.40 -85.27 -25.45 2095790.00 5506490.00
38250.00 273.16 5.21 3.32 0.20 1201440.00 1.62 94.36 -189.12 -173.05 -8.43 5.16 54.41 724244.00 1052580.00
165870.00 288.12 9.66 9.61 0.75 105130000.00 16.56 282.78 -39.15 -38.89 -11.08 20.14 162.67 5081610.00 12455100.00
291108.00 273.49 5.79 4.36 0.17 1833450.00 1.84 54.52 23.64 -266.95 32.43 -79.58 73.97 1178300.00 1576470.00
75441.00 276.09 4.63 3.66 0.32 2246960.00 1.72 -152.15 -65.53 -220.86 -44.00 23.75 -116.62 870820.00 1750770.00
34842.00 278.30 5.38 4.21 0.33 3708100.00 3.18 -3.69 -232.69 -152.62 30.66 90.96 106.28 1214070.00 2235400.00
188778.00 273.12 9.86 7.90 1.16 37815300.00 5.86 117.86 -95.62 -227.07 -69.63 87.37 -47.98 2863890.00 7639730.00
162986.00 275.38 7.02 6.80 0.75 22046200.00 7.35 44.25 -143.77 -230.66 -129.24 67.95 -19.60 2734410.00 6282680.00
282410.00 276.64 8.29 7.92 0.39 21618600.00 4.46 22.51 -18.28 -275.12 -47.51 -80.93 -35.63 4092740.00 8576990.00
46836.00 289.49 5.10 3.68 0.29 2162400.00 2.93 80.80 226.76 -160.80 -8.86 85.13 19.92 920522.00 1590160.00
45428.00 277.37 5.87 4.05 0.44 4265720.00 5.35 80.72 188.28 -186.99 -3.20 119.93 29.55 1009380.00 2270580.00
71636.00 278.42 4.89 4.12 0.37 3619810.00 4.07 238.15 16.83 -143.23 30.51 -44.03 -82.07 1086510.00 2221500.00
30746.00 275.88 4.40 3.81 0.24 2100000.00 2.26 1.44 -223.92 -161.13 -22.10 8.51 -99.31 1002620.00 1643310.00
244633.00 288.88 7.12 6.68 0.68 23015100.00 5.43 -123.52 184.19 -185.12 3.11 -44.89 113.91 2559320.00 6134020.00
138441.00 286.57 6.00 5.59 0.39 7406350.00 4.92 -86.09 -262.45 -76.35 48.89 -68.94 -54.38 1983280.00 4162520.00
268074.00 274.19 4.45 3.74 0.33 2740230.00 2.27 23.27 -45.16 -269.44 89.51 -85.80 -46.38 940971.00 1818080.00
123754.00 269.01 4.64 4.26 0.56 5669700.00 3.21 113.47 -12.28 -243.60 -143.95 -17.60 -2.82 1013180.00 2518010.00
213833.00 278.41 4.35 3.75 0.45 7320080.00 5.10 -104.60 -210.30 -149.49 -30.08 -62.95 181.37 851615.00 1968290.00
246564.00 271.61 5.42 4.37 0.23 3192630.00 3.24 27.44 88.21 -255.41 1.11 -104.92 134.90 1325090.00 2297830.00
12212.00 272.27 5.36 4.08 0.13 1629070.00 2.35 154.06 94.95 -203.43 -48.64 8.00 58.01 1017970.00 1377360.00
149425.00 284.77 5.44 4.62 0.34 4622840.00 2.51 -159.34 146.48 -185.06 53.73 -15.41 -26.42 1346580.00 2836100.00
33130.00 271.56 8.72 7.16 0.43 16606300.00 4.23 81.06 -187.21 -179.23 -27.55 13.18 -96.27 3346210.00 7058700.00
210684.00 296.22 4.83 4.22 0.38 4264540.00 3.16 259.40 140.57 -26.42 27.38 -34.70 -37.49 1139560.00 2449170.00
102906.00 264.12 4.18 3.66 0.23 1619250.00 2.89 187.73 -97.89 -157.90 -49.30 8.23 67.85 914173.00 1355120.00
46489.00 277.29 6.76 6.62 0.39 13311800.00 5.43 -143.65 91.24 -218.93 151.93 -49.54 -156.40 2867310.00 5967820.00
176810.00 272.45 4.57 4.08 0.35 3302550.00 2.39 72.76 -94.68 -244.89 -46.65 118.02 -49.05 1140450.00 2155100.00
275657.00 297.16 6.14 5.86 0.56 17601900.00 8.92 -69.53 -288.90 -1.81 27.34 -71.71 132.98 1909060.00 4712760.00
204586.00 273.07 6.09 5.04 0.30 5040840.00 2.64 34.91 -74.82 -260.29 -63.11 101.78 -30.42 1744230.00 3284880.00
277290.00 272.18 11.59 7.47 0.22 8094580.00 3.16 42.91 -31.25 -266.96 28.03 41.28 86.80 3819880.00 6012800.00
161969.00 281.26 6.80 6.51 0.47 20258500.00 9.50 -218.81 -127.84 -122.02 -80.56 -128.10 -82.92 2403560.00 5807570.00
111817.00 280.46 6.39 4.91 0.45 6615210.00 4.56 -120.18 -228.82 -108.88 0.62 64.43 -44.09 1339200.00 3291110.00
41881.00 279.72 6.67 6.42 0.46 12625600.00 4.00 -118.55 145.94 -207.10 44.82 -63.07 102.93 2485530.00 5686110.00
151753.00 283.64 5.66 4.94 0.40 5725270.00 3.48 -72.34 -265.44 -69.00 65.19 5.88 -26.57 1531800.00 3360630.00
118442.00 271.60 5.84 4.82 0.33 5407960.00 3.40 31.67 -112.69 -245.08 -105.98 -27.03 38.24 1568280.00 3089060.00
29657.00 297.11 9.06 7.37 0.37 14365700.00 4.29 -143.64 220.93 -137.25 23.19 -148.98 -98.68 3573340.00 7296070.00
94505.00 274.54 5.11 4.30 0.13 1998130.00 1.81 -139.25 -155.51 -178.33 108.45 67.80 124.15 1187340.00 1749880.00
118634.00 266.00 4.20 3.08 0.19 823421.00 0.93 110.75 -36.20 -239.13 -30.10 50.29 57.66 614315.00 821177.00
228262.00 284.44 4.42 4.27 0.37 6618830.00 7.24 257.31 -117.46 -30.01 95.40 0.39 113.08 1185100.00 2523680.00
153386.00 271.82 5.16 4.20 0.62 5545030.00 3.16 10.02 -46.71 -267.58 -36.24 134.09 -14.84 903821.00 2404300.00
324394.00 267.09 4.27 3.65 0.17 1455520.00 2.21 77.18 -5.94 -255.63 87.48 -35.25 -65.33 856426.00 1181040.00
162474.00 271.92 13.04 10.10 0.35 24731500.00 5.08 78.27 -97.57 -241.44 -14.58 23.37 -5.35 6810580.00 13740000.00
57514.00 270.70 12.97 5.34 0.14 2341000.00 1.98 -36.24 -155.08 -218.90 36.39 20.67 28.78 1664960.00 2117570.00
203185.00 275.58 4.24 3.52 0.41 2208480.00 1.71 -151.40 104.10 -205.39 -76.35 20.83 -39.94 822106.00 1714510.00
305002.00 261.54 7.01 6.66 0.41 15514100.00 5.42 181.60 -29.93 -185.82 79.90 54.17 64.89 2954440.00 6061930.00
241002.00 266.38 4.95 4.95 0.97 10753200.00 3.36 114.49 -119.74 -208.59 -158.20 -73.72 -77.50 1281140.00 3044870.00
198948.00 268.99 7.83 5.30 0.32 5382370.00 3.57 -5.08 44.11 -265.30 -28.18 -66.88 -79.00 1894560.00 3534490.00
280729.00 271.03 7.30 5.48 0.35 8681860.00 4.80 -54.82 -29.10 -263.83 -36.05 -72.09 -96.48 1845370.00 3990980.00
313241.00 281.70 4.15 3.41 0.19 1241690.00 1.64 -60.64 209.79 -177.95 -17.31 -73.92 29.61 742600.00 1042450.00
153564.00 285.44 5.17 4.82 0.31 4977060.00 3.41 282.64 38.63 -9.98 48.55 -28.90 -48.84 1586370.00 3051320.00
139818.00 269.82 4.79 3.68 0.17 1771010.00 2.22 12.08 -95.26 -252.15 131.67 -16.90 -58.39 904084.00 1416080.00
229156.00 267.40 9.98 7.03 0.41 13294300.00 4.20 30.46 78.11 -253.92 -1.43 18.62 106.62 3189730.00 6755900.00
231345.00 288.61 4.66 4.47 0.42 10125800.00 7.40 -209.82 147.16 -132.72 112.90 -38.11 -94.10 1261470.00 2744560.00
52394.00 269.22 5.50 4.37 0.17 1875220.00 1.80 -39.98 -164.54 -209.30 30.09 -46.37 88.36 1158240.00 1631930.00
152234.00 269.10 5.28 4.97 0.35 7976230.00 4.57 49.34 -107.23 -241.83 -127.88 -59.84 52.89 1629040.00 3322430.00
332068.00 263.89 6.27 5.17 0.26 4738270.00 3.50 93.38 20.65 -245.95 -60.92 -61.48 83.10 1853960.00 3200130.00
54681.00 272.31 5.31 5.01 0.46 8365260.00 4.59 -113.71 112.25 -220.50 -3.90 30.79 75.40 1408500.00 3463290.00
264113.00 286.93 4.90 4.12 0.52 8391090.00 7.11 -180.81 169.74 -144.32 -115.02 69.13 49.82 921908.00 2366180.00
337188.00 263.56 5.15 3.56 0.05 577619.00 1.54 84.17 33.75 -247.46 -31.42 -3.84 41.31 469290.00 543021.00
52340.00 270.05 4.33 4.05 0.45 5836640.00 5.39 2.31 163.39 -214.99 83.75 148.42 15.61 986141.00 2285210.00
23988.00 264.52 7.60 7.06 0.65 38491900.00 10.12 93.05 101.96 -225.65 -92.39 73.42 129.70 2792590.00 6865340.00
244074.00 263.90 6.88 5.25 0.47 7040920.00 2.71 116.08 -119.58 -204.62 -15.66 -54.79 86.20 1571220.00 3807880.00
3194.00 266.98 5.98 5.23 0.31 5654160.00 3.54 74.23 -210.30 -146.78 -58.33 30.23 55.06 1847710.00 3476940.00
4212.00 269.02 4.40 3.96 0.34 4207780.00 5.19 -8.08 146.48 -225.50 85.29 150.53 6.23 975444.00 1972900.00
19242.00 269.08 5.35 5.19 0.35 6487480.00 3.54 -40.21 -79.88 -253.79 -72.40 103.05 -46.31 1870650.00 3589690.00
71460.00 266.72 4.77 4.14 0.32 4283310.00 3.13 -6.14 94.42 -249.37 36.71 -72.16 105.32 1113000.00 2218920.00
207793.00 284.81 4.44 4.44 0.15 2597090.00 3.09 -153.36 183.09 -155.16 -68.54 45.76 36.04 1204970.00 1842400.00
21940.00 263.35 6.13 4.79 0.17 2675010.00 2.50 82.18 96.48 -230.84 -52.48 -17.56 72.71 1473990.00 2188620.00
51050.00 261.81 5.39 4.28 0.14 1577600.00 1.36 130.75 -63.21 -217.84 83.62 83.98 -15.53 1063770.00 1460040.00
96977.00 272.62 6.31 6.24 0.36 18774400.00 6.91 -174.39 -152.09 -144.15 119.88 53.17 117.97 2491850.00 5242560.00
317226.00 264.94 4.30 3.26 0.39 2301350.00 2.76 76.45 -41.47 -250.26 74.83 -4.54 139.35 654928.00 1415350.00
1460.00 261.98 6.04 4.82 0.26 3544430.00 3.38 99.19 69.24 -232.38 52.16 18.34 33.26 1593560.00 2659210.00
160690.00 272.93 5.12 4.23 0.34 4259030.00 4.15 -34.32 -247.49 -109.82 -25.61 -26.88 -82.49 1172630.00 2301260.00
48084.00 268.73 4.08 3.73 0.41 3087730.00 2.27 194.65 34.98 -181.93 -1.49 -21.15 -122.72 892291.00 1920690.00
39046.00 285.72 5.63 4.72 0.23 3906610.00 3.32 -10.42 -285.52 -1.17 -16.81 49.07 23.08 1529350.00 2572780.00
111908.00 266.73 4.77 4.77 0.27 5078680.00 3.32 -47.32 43.10 -258.94 -36.06 164.84 -54.72 1570180.00 2741150.00
179409.00 286.83 4.34 3.06 0.10 681551.00 0.70 -194.39 -208.31 -33.04 38.89 53.31 -32.79 540837.00 708304.00
24602.00 268.75 7.96 7.41 0.45 17887300.00 5.78 -12.10 -213.27 -163.08 84.13 -38.59 -90.37 3376030.00 7579810.00
59689.00 266.38 4.14 3.94 0.15 1342080.00 1.74 -88.14 -131.94 -213.97 12.89 108.09 6.07 924556.00 1202760.00
260970.00 257.29 6.23 5.61 0.34 7779480.00 4.95 171.29 -60.34 -182.26 113.56 -46.91 -22.49 2033870.00 4173740.00
171954.00 278.52 4.26 3.86 0.49 4680750.00 3.93 -49.86 -268.84 -53.02 64.25 104.26 72.29 970339.00 2078200.00
105169.00 274.09 6.92 6.21 0.49 12138500.00 6.98 -171.52 -186.97 -103.69 34.43 75.20 -36.24 2204460.00 5326190.00
177834.00 264.89 6.83 5.80 0.48 11685400.00 3.77 77.73 -88.66 -237.20 -60.39 96.69 -64.85 1965920.00 4663480.00
